usdprice,commodity,date,unit
0.3753,Salt (iodised),2022-03-15,KG
0.7005,Sugar,2022-03-15,KG
1.898,Oil (vegetable),2022-03-15,L
1.368,Lentils (imported),2022-03-15,KG
0.1372,Carrots,2022-03-15,KG
2.3661,Garlic,2022-03-15,KG
0.9146,Passion fruit,2022-03-15,KG
0.9477,Spinach,2022-03-15,KG
0.6603,Tomatoes (local),2022-03-15,KG
0.4469,Maize (local),2022-03-15,KG
0.7044,Maize (white),2022-03-15,KG
0.8032,Maize flour,2022-03-15,KG
0.8771,Rice (high quality),2022-03-15,KG
2.1339,Wheat,2022-03-15,KG
0.8456,Wheat flour,2022-03-15,KG
0.1191,Eggs (local),2022-03-15,Unit
3.7421,"Fish (sardine, canned)",2022-03-15,KG
7.2755,"Fish (tuna, canned)",2022-03-15,KG
4.528,Meat (pork),2022-03-15,KG
3.9107,Cheese,2022-03-15,KG
6.3011,Milk (powder),2022-03-15,KG
0.3782,Salt (iodised),2022-03-15,KG
0.881,Sugar,2022-03-15,KG
0.7872,Sugar (brown),2022-03-15,KG
1.5254,Lentils (imported),2022-03-15,KG
0.6399,Bananas,2022-03-15,KG
0.2525,Carrots,2022-03-15,KG
0.5197,Onions (red),2022-03-15,KG
0.6185,Onions (white),2022-03-15,KG
1.1597,Passion fruit,2022-03-15,KG
0.8873,Peppers (red),2022-03-15,KG
0.8607,Plantains,2022-03-15,KG
0.2614,Pumpkin,2022-03-15,KG
1.4929,Spinach,2022-03-15,KG
0.8769,Tomatoes (local),2022-03-15,KG
0.3217,Maize (local),2022-03-15,KG
0.8148,Rice (high quality),2022-03-15,KG
2.0172,Wheat,2022-03-15,KG
0.1193,Eggs (local),2022-03-15,Unit
3.6482,"Fish (sardine, canned)",2022-03-15,KG
7.0326,"Fish (tuna, canned)",2022-03-15,KG
5.6046,Milk (powder),2022-03-15,KG
0.3707,Salt (iodised),2022-03-15,KG
0.831,Sugar,2022-03-15,KG
0.7982,Sugar (brown),2022-03-15,KG
1.8642,Oil (vegetable),2022-03-15,L
1.6135,Lentils (imported),2022-03-15,KG
0.5458,Bananas,2022-03-15,KG
0.2073,Carrots,2022-03-15,KG
1.3925,Lemons,2022-03-15,KG
0.5916,Onions (white),2022-03-15,KG
0.8674,Peppers (red),2022-03-15,KG
0.3173,Pumpkin,2022-03-15,KG
0.6572,Tomatoes,2022-03-15,KG
0.7605,Tomatoes (local),2022-03-15,KG
0.2751,Maize (local),2022-03-15,KG
0.6888,Maize (white),2022-03-15,KG
0.6074,Maize (yellow),2022-03-15,KG
0.9781,Maize flour,2022-03-15,KG
0.7827,Rice (high quality),2022-03-15,KG
2.5976,Wheat,2022-03-15,KG
0.1082,Eggs (local),2022-03-15,Unit
3.4944,"Fish (sardine, canned)",2022-03-15,KG
3.6601,Meat (chicken),2022-03-15,KG
4.5879,Cheese,2022-03-15,KG
9.9638,Milk (powder),2022-03-15,KG
5.7603,Coffee,2022-03-15,KG
0.4002,Salt (iodised),2022-03-15,KG
2.9321,Oil (vegetable),2022-03-15,L
2.731,Beans (cranberry),2022-03-15,KG
0.274,Bananas,2022-03-15,KG
1.1155,"Beans (green, fresh)",2022-03-15,KG
0.3467,Carrots,2022-03-15,KG
1.1903,Lemons,2022-03-15,KG
0.4676,Onions (local),2022-03-15,KG
0.8903,Passion fruit,2022-03-15,KG
1.6214,Peas (fresh),2022-03-15,KG
0.7128,Peppers (red),2022-03-15,KG
0.4866,Plantains,2022-03-15,KG
0.6592,Spinach,2022-03-15,KG
0.7111,Tomatoes,2022-03-15,KG
1.829,Pasta,2022-03-15,KG
0.797,Rice (high quality),2022-03-15,KG
2.6112,Wheat,2022-03-15,KG
0.9014,Wheat flour,2022-03-15,KG
3.2607,Fish (frozen),2022-03-15,KG
7.1035,"Fish (tuna, canned)",2022-03-15,KG
2.7571,Oil (vegetable),2022-03-15,L
2.8974,Beans (cranberry),2022-03-15,KG
0.332,Bananas,2022-03-15,KG
1.0567,Beans (string),2022-03-15,KG
2.2143,Garlic,2022-03-15,KG
0.3252,Onions (local),2022-03-15,KG
0.3996,Oranges,2022-03-15,KG
1.0601,Passion fruit,2022-03-15,KG
0.7864,Peppers (red),2022-03-15,KG
0.5073,Plantains,2022-03-15,KG
0.6862,Tomatoes,2022-03-15,KG
0.644,Tomatoes (local),2022-03-15,KG
0.8515,Barley,2022-03-15,KG
0.3185,Maize (local),2022-03-15,KG
0.8224,Maize flour,2022-03-15,KG
1.8208,Pasta,2022-03-15,KG
2.1518,Wheat,2022-03-15,KG
0.9396,Wheat flour,2022-03-15,KG
4.8418,Fish (catfish),2022-03-15,KG
2.7552,Fish (tilapia),2022-03-15,KG
6.95,"Fish (tuna, canned)",2022-03-15,KG
8.3992,Milk (powder),2022-03-15,KG
5.8452,Coffee,2022-03-15,KG
0.9317,Sugar (brown),2022-03-15,KG
1.7001,Lentils (imported),2022-03-15,KG
0.4466,Bananas,2022-03-15,KG
1.2125,"Beans (green, fresh)",2022-03-15,KG
0.2197,Beetroots,2022-03-15,KG
0.2941,Carrots,2022-03-15,KG
0.4,Onions (local),2022-03-15,KG
0.5954,Onions (white),2022-03-15,KG
0.3717,Oranges,2022-03-15,KG
1.1008,Passion fruit,2022-03-15,KG
1.0063,Spinach,2022-03-15,KG
0.6895,Tomatoes (local),2022-03-15,KG
0.366,Maize (local),2022-03-15,KG
1.5206,Pasta,2022-03-15,KG
2.3847,Wheat flour (local),2022-03-15,KG
2.5726,Fish (tilapia),2022-03-15,KG
3.0828,Meat (chicken),2022-03-15,KG
4.4444,Meat (pork),2022-03-15,KG
4.1939,Cheese (local),2022-03-15,KG
8.3945,Milk (powder),2022-03-15,KG
6.6007,Coffee,2022-03-15,KG
0.3608,Salt (iodised),2022-03-15,KG
2.0279,Oil (vegetable),2022-03-15,L
1.5045,Lentils (imported),2022-03-15,KG
1.1755,Beans (string),2022-03-15,KG
0.3042,Carrots,2022-03-15,KG
0.9336,Lemons,2022-03-15,KG
0.4524,Onions (red),2022-03-15,KG
0.6552,Onions (white),2022-03-15,KG
0.41,Oranges,2022-03-15,KG
0.9374,Peppers (red),2022-03-15,KG
0.4424,Plantains,2022-03-15,KG
0.7781,Tomatoes,2022-03-15,KG
0.2395,Maize (local),2022-03-15,KG
0.8385,Maize flour,2022-03-15,KG
1.7349,Pasta,2022-03-15,KG
2.186,Wheat,2022-03-15,KG
2.1885,Wheat flour (local),2022-03-15,KG
0.1227,Eggs (local),2022-03-15,Unit
2.4023,Fish (tilapia),2022-03-15,KG
5.6498,Meat (beef),2022-03-15,KG
3.0451,Meat (chicken),2022-03-15,KG
3.2941,Cheese,2022-03-15,KG
5.4542,Coffee,2022-03-15,KG
0.4101,Salt (iodised),2022-03-15,KG
0.8331,Sugar,2022-03-15,KG
1.9947,Beans (cranberry),2022-03-15,KG
1.5118,Lentils (imported),2022-03-15,KG
0.3318,Bananas,2022-03-15,KG
0.8904,"Beans (green, fresh)",2022-03-15,KG
0.9297,Beans (string),2022-03-15,KG
0.2923,Beetroots,2022-03-15,KG
0.357,Carrots,2022-03-15,KG
0.8701,Lemons,2022-03-15,KG
0.6213,Onions (white),2022-03-15,KG
1.528,Peas (fresh),2022-03-15,KG
0.6369,Peppers (red),2022-03-15,KG
0.553,Plantains,2022-03-15,KG
0.2636,Pumpkin,2022-03-15,KG
0.6802,Spinach,2022-03-15,KG
0.7205,Tomatoes (local),2022-03-15,KG
0.4242,Maize (local),2022-03-15,KG
0.9468,Maize flour,2022-03-15,KG
6.7785,Meat (beef),2022-03-15,KG
5.6791,Meat (pork),2022-03-15,KG
7.6305,Milk (powder),2022-03-15,KG
0.3096,Salt (iodised),2022-03-15,KG
2.6413,Oil (vegetable),2022-03-15,L
1.4337,Lentils (imported),2022-03-15,KG
0.3682,Bananas,2022-03-15,KG
1.3182,Beans (string),2022-03-15,KG
0.2214,Carrots,2022-03-15,KG
0.4286,Oranges,2022-03-15,KG
0.8672,Peppers (red),2022-03-15,KG
0.6392,Maize (white),2022-03-15,KG
1.1391,Maize flour,2022-03-15,KG
0.5309,Potatoes,2022-03-15,KG
2.8138,Wheat,2022-03-15,KG
0.9351,Wheat flour,2022-03-15,KG
0.1258,Eggs (local),2022-03-15,Unit
3.2543,Fish (frozen),2022-03-15,KG
3.5159,"Fish (sardine, canned)",2022-03-15,KG
6.2296,Meat (beef),2022-03-15,KG
7.8108,Milk (powder),2022-03-15,KG
5.7286,Coffee,2022-03-15,KG
0.3888,Salt (iodised),2022-03-15,KG
2.6523,Oil (vegetable),2022-03-15,L
1.6253,Lentils (imported),2022-03-15,KG
0.3787,Bananas,2022-03-15,KG
1.1239,Beans (string),2022-03-15,KG
1.4093,Peas (fresh),2022-03-15,KG
0.7628,Peppers (red),2022-03-15,KG
0.5294,Plantains,2022-03-15,KG
0.3293,Pumpkin,2022-03-15,KG
0.7093,Tomatoes (local),2022-03-15,KG
0.5261,Maize (white),2022-03-15,KG
0.4921,Maize (yellow),2022-03-15,KG
0.9889,Maize flour,2022-03-15,KG
0.7462,Rice (high quality),2022-03-15,KG
0.7457,Wheat flour,2022-03-15,KG
0.1231,Eggs (local),2022-03-15,Unit
6.7384,"Fish (tuna, canned)",2022-03-15,KG
6.9186,Meat (beef),2022-03-15,KG
3.5468,Meat (chicken),2022-03-15,KG
5.7699,Meat (pork),2022-03-15,KG
3.8508,Cheese,2022-03-15,KG
7.7943,Milk (powder),2022-03-15,KG
5.9875,Coffee,2022-03-15,KG
1.0146,Sugar (brown),2022-03-15,KG
2.6652,Oil (vegetable),2022-03-15,L
1.6023,Lentils (imported),2022-03-15,KG
0.3161,Bananas,2022-03-15,KG
0.2492,Carrots,2022-03-15,KG
0.2985,Pumpkin,2022-03-15,KG
0.7793,Tomatoes,2022-03-15,KG
0.4174,Maize (local),2022-04-15,KG
0.662,Maize (white),2022-04-15,KG
1.8192,Pasta,2022-04-15,KG
0.8788,Rice (high quality),2022-04-15,KG
2.5204,Wheat,2022-04-15,KG
0.9266,Wheat flour,2022-04-15,KG
0.1336,"Eggs (white, AA)",2022-04-15,Unit
3.9001,Fish (frozen),2022-04-15,KG
2.2675,"Fish (sardine, canned)",2022-04-15,KG
8.0881,Meat (beef),2022-04-15,KG
2.8002,"Meat (chicken, whole, frozen)",2022-04-15,KG
5.2349,Meat (pork),2022-04-15,KG
5.7681,Cheese (local),2022-04-15,KG
5.8105,Coffee,2022-04-15,KG
0.4067,Salt (iodised),2022-04-15,KG
0.8585,Sugar,2022-04-15,KG
4.7522,Oil (sunflower),2022-04-15,KG
2.5822,Oil (vegetable),2022-04-15,L
1.9444,Beans (red),2022-04-15,KG
1.5112,Lentils (imported),2022-04-15,KG
0.4168,Bananas,2022-04-15,KG
0.36,Beans (string),2022-04-15,KG
2.1004,Garlic,2022-04-15,KG
0.5702,Onions (local),2022-04-15,KG
0.5281,Oranges,2022-04-15,KG
1.1372,Peppers (red),2022-04-15,KG
0.5748,Plantains,2022-04-15,KG
0.226,Pumpkin,2022-04-15,KG
0.7519,Tomatoes (local),2022-04-15,KG
0.6252,Maize (yellow),2022-04-15,KG
0.8288,Maize flour,2022-04-15,KG
0.8472,Rice (high quality),2022-04-15,KG
2.5906,Wheat flour (local),2022-04-15,KG
2.9499,"Fish (sardine, canned)",2022-04-15,KG
6.1933,Meat (beef),2022-04-15,KG
3.0267,Meat (chicken),2022-04-15,KG
6.3058,Coffee,2022-04-15,KG
4.3403,Oil (sunflower),2022-04-15,KG
2.3933,Oil (vegetable),2022-04-15,L
1.6791,"Beans (green, fresh)",2022-04-15,KG
0.5197,Beans (string),2022-04-15,KG
0.8307,Onions (white),2022-04-15,KG
0.9465,Passion fruit,2022-04-15,KG
2.4281,Peas (fresh),2022-04-15,KG
0.7964,Peppers (red),2022-04-15,KG
0.2429,Pumpkin,2022-04-15,KG
0.8954,Tomatoes,2022-04-15,KG
0.6568,Maize (local),2022-04-15,KG
0.5857,Maize (white),2022-04-15,KG
0.9522,Maize flour,2022-04-15,KG
1.8434,Pasta,2022-04-15,KG
0.7554,Potatoes,2022-04-15,KG
0.8763,Rice (high quality),2022-04-15,KG
2.1818,Wheat,2022-04-15,KG
0.7968,Wheat flour,2022-04-15,KG
2.1818,Wheat flour (local),2022-04-15,KG
0.1276,Eggs (local),2022-04-15,Unit
4.0223,"Fish (sardine, canned)",2022-04-15,KG
8.043,"Fish (tuna, canned)",2022-04-15,KG
4.7824,Cheese (local),2022-04-15,KG
8.6172,Milk (powder),2022-04-15,KG
6.2161,Coffee,2022-04-15,KG
0.333,Salt (iodised),2022-04-15,KG
0.8734,Sugar (brown),2022-04-15,KG
1.9145,Beans (red),2022-04-15,KG
1.5784,Lentils (imported),2022-04-15,KG
0.5367,Beans (string),2022-04-15,KG
0.5881,Carrots,2022-04-15,KG
0.7678,Onions (red),2022-04-15,KG
0.5076,Oranges,2022-04-15,KG
1.7858,Peas (fresh),2022-04-15,KG
1.0579,Peppers (red),2022-04-15,KG
0.876,Plantains,2022-04-15,KG
0.3226,Pumpkin,2022-04-15,KG
0.8644,Tomatoes,2022-04-15,KG
0.3004,Maize (local),2022-04-15,KG
0.7591,Maize (yellow),2022-04-15,KG
1.0539,Maize flour,2022-04-15,KG
1.5672,Pasta,2022-04-15,KG
0.8612,Rice (high quality),2022-04-15,KG
2.5429,Wheat,2022-04-15,KG
0.7947,Wheat flour,2022-04-15,KG
0.1366,Eggs (local),2022-04-15,Unit
2.5007,Fish (frozen),2022-04-15,KG
2.6622,"Fish (sardine, canned)",2022-04-15,KG
7.1958,Meat (beef),2022-04-15,KG
3.1632,Meat (chicken),2022-04-15,KG
2.2335,"Meat (chicken, whole, frozen)",2022-04-15,KG
4.4178,Cheese (local),2022-04-15,KG
9.5276,Milk (powder),2022-04-15,KG
6.4689,Coffee,2022-04-15,KG
0.2388,Salt (iodised),2022-04-15,KG
0.9272,Sugar,2022-04-15,KG
3.3585,Oil (sunflower),2022-04-15,KG
2.3192,Oil (vegetable),2022-04-15,L
1.7002,"Beans (black, imported)",2022-04-15,KG
1.5876,Lentils (imported),2022-04-15,KG
0.3575,Beetroots,2022-04-15,KG
0.8826,Lemons,2022-04-15,KG
0.7181,Onions (red),2022-04-15,KG
0.5891,Plantains,2022-04-15,KG
0.3126,Pumpkin,2022-04-15,KG
1.4789,Spinach,2022-04-15,KG
0.9534,Tomatoes,2022-04-15,KG
0.8897,Tomatoes (local),2022-04-15,KG
0.8803,Cassava,2022-04-15,KG
0.4696,Maize (local),2022-04-15,KG
0.4621,Potatoes,2022-04-15,KG
0.8902,Rice (high quality),2022-04-15,KG
3.8401,Fish (tilapia),2022-04-15,KG
5.1481,Meat (pork),2022-04-15,KG
2.1439,Beans (cranberry),2022-04-15,KG
1.6766,Lentils (imported),2022-04-15,KG
0.4779,Bananas,2022-04-15,KG
0.5316,Beans (string),2022-04-15,KG
0.3193,Beetroots,2022-04-15,KG
0.5426,Carrots,2022-04-15,KG
1.3487,Garlic,2022-04-15,KG
1.1083,Lemons,2022-04-15,KG
0.707,Onions (white),2022-04-15,KG
0.4201,Oranges,2022-04-15,KG
0.8057,Passion fruit,2022-04-15,KG
1.5512,Peas (fresh),2022-04-15,KG
0.7911,Plantains,2022-04-15,KG
0.1642,Pumpkin,2022-04-15,KG
0.8868,Tomatoes,2022-04-15,KG
0.3227,Maize (local),2022-04-15,KG
0.6319,Maize (white),2022-04-15,KG
0.8727,Rice (high quality),2022-04-15,KG
0.7862,Wheat flour,2022-04-15,KG
0.1316,"Eggs (white, AA)",2022-04-15,Unit
3.8151,"Fish (sardine, canned)",2022-04-15,KG
6.274,Meat (beef),2022-04-15,KG
3.6031,Meat (chicken),2022-04-15,KG
4.9744,Meat (pork),2022-04-15,KG
4.2619,Cheese (local),2022-04-15,KG
5.4328,Coffee,2022-04-15,KG
0.4254,Salt (iodised),2022-04-15,KG
2.6174,Oil (vegetable),2022-04-15,L
0.3252,Bananas,2022-04-15,KG
1.4675,"Beans (green, fresh)",2022-04-15,KG
0.465,Beans (string),2022-04-15,KG
0.3576,Beetroots,2022-04-15,KG
2.7905,Garlic,2022-04-15,KG
0.4277,Onions (local),2022-04-15,KG
0.7797,Onions (white),2022-04-15,KG
0.3525,Oranges,2022-04-15,KG
0.9373,Passion fruit,2022-04-15,KG
1.8373,Peas (fresh),2022-04-15,KG
0.8596,Peppers (red),2022-04-15,KG
1.1701,Spinach,2022-04-15,KG
0.7452,Tomatoes (local),2022-04-15,KG
1.2735,Pasta,2022-04-15,KG
6.7516,Fish (catfish),2022-04-15,KG
3.6594,Fish (tilapia),2022-04-15,KG
3.3321,Meat (chicken),2022-04-15,KG
5.6215,Meat (pork),2022-04-15,KG
2.7753,Cheese,2022-04-15,KG
6.4958,Coffee,2022-04-15,KG
2.3844,Oil (vegetable),2022-04-15,L
1.4822,Lentils (imported),2022-04-15,KG
0.4502,Bananas,2022-04-15,KG
0.7015,Beans (string),2022-04-15,KG
0.3263,Beetroots,2022-04-15,KG
0.5091,Carrots,2022-04-15,KG
0.6447,Onions (local),2022-04-15,KG
0.8923,Onions (red),2022-04-15,KG
0.8816,Onions (white),2022-04-15,KG
0.3454,Oranges,2022-04-15,KG
0.6899,Peppers (red),2022-04-15,KG
0.4651,Plantains,2022-04-15,KG
0.9999,Tomatoes,2022-04-15,KG
0.2592,Maize (local),2022-04-15,KG
0.6308,Maize (white),2022-04-15,KG
0.9814,Maize flour,2022-04-15,KG
1.7884,Pasta,2022-04-15,KG
0.6165,Potatoes,2022-04-15,KG
0.7115,Rice (high quality),2022-04-15,KG
2.5334,Wheat,2022-04-15,KG
1.0573,Wheat flour,2022-04-15,KG
2.5599,Wheat flour (local),2022-04-15,KG
0.1344,Eggs (local),2022-04-15,Unit
4.7515,Fish (frozen),2022-04-15,KG
2.4451,"Fish (sardine, canned)",2022-04-15,KG
7.3549,"Fish (tuna, canned)",2022-04-15,KG
3.2783,Meat (chicken),2022-04-15,KG
6.7726,Meat (pork),2022-04-15,KG
7.4088,Milk (powder),2022-04-15,KG
0.3773,Salt (iodised),2022-04-15,KG
1.1068,Sugar (brown),2022-04-15,KG
1.8815,Oil (vegetable),2022-04-15,L
1.5886,Lentils (imported),2022-04-15,KG
0.3739,Bananas,2022-04-15,KG
0.3241,Carrots,2022-04-15,KG
0.9603,Passion fruit,2022-04-15,KG
0.6119,Peppers (red),2022-04-15,KG
0.5912,Plantains,2022-04-15,KG
0.3718,Pumpkin,2022-04-15,KG
0.6744,Maize (white),2022-04-15,KG
0.8276,Maize flour,2022-04-15,KG
0.8066,Rice (high quality),2022-04-15,KG
0.738,Wheat flour,2022-04-15,KG
2.3996,Wheat flour (local),2022-04-15,KG
5.1537,Fish (catfish),2022-04-15,KG
7.4057,Meat (beef),2022-04-15,KG
2.8413,Meat (chicken),2022-04-15,KG
2.081,"Meat (chicken, whole, frozen)",2022-04-15,KG
4.4564,Cheese (local),2022-04-15,KG
10.0906,Milk (powder),2022-04-15,KG
6.2787,Coffee,2022-04-15,KG
0.3872,Salt (iodised),2022-04-15,KG
0.8907,Sugar,2022-04-15,KG
3.8796,Oil (sunflower),2022-04-15,KG
2.3271,Oil (vegetable),2022-04-15,L
1.6861,Lentils (imported),2022-04-15,KG
0.9185,Lemons,2022-04-15,KG
0.7222,Onions (red),2022-04-15,KG
0.5019,Oranges,2022-04-15,KG
1.0791,Peppers (red),2022-04-15,KG
0.5871,Plantains,2022-04-15,KG
0.8268,Tomatoes,2022-04-15,KG
0.7904,Sugar (brown),2022-04-15,KG
0.6633,Maize (yellow),2022-04-15,KG
0.8405,Rice (high quality),2022-04-15,KG
0.1348,Eggs (local),2022-04-15,Unit
5.4786,Fish (catfish),2022-04-15,KG
2.8569,Fish (tilapia),2022-04-15,KG
6.2307,Meat (beef),2022-04-15,KG
3.1931,Meat (chicken),2022-04-15,KG
2.199,"Meat (chicken, whole, frozen)",2022-04-15,KG
5.8147,Meat (pork),2022-04-15,KG
4.151,Cheese,2022-04-15,KG
4.7014,Cheese (local),2022-04-15,KG
0.9,Sugar,2022-04-15,KG
0.7059,Sugar (brown),2022-04-15,KG
3.5618,Oil (sunflower),2022-04-15,KG
0.6882,Beans (string),2022-04-15,KG
0.8057,Lemons,2022-04-15,KG
0.5322,Onions (local),2022-04-15,KG
0.7865,Onions (white),2022-04-15,KG
0.4628,Oranges,2022-04-15,KG
1.0815,Peppers (red),2022-04-15,KG
0.764,Tomatoes (local),2022-04-15,KG
0.4087,Maize (local),2022-04-15,KG
0.6207,Maize (white),2022-04-15,KG
0.8501,Maize flour,2022-04-15,KG
1.9884,Pasta,2022-04-15,KG
0.905,Rice (high quality),2022-04-15,KG
0.7872,Wheat flour,2022-04-15,KG
2.5314,Wheat flour (local),2022-04-15,KG
3.3208,Meat (chicken),2022-04-15,KG
4.0207,Meat (pork),2022-04-15,KG
6.558,Coffee,2022-04-15,KG
0.9071,Sugar,2022-04-15,KG
1.0511,Sugar (brown),2022-04-15,KG
2.3601,Oil (vegetable),2022-04-15,L
1.611,Lentils (imported),2022-04-15,KG
0.4535,Bananas,2022-04-15,KG
0.5311,Beans (string),2022-04-15,KG
0.2847,Beetroots,2022-04-15,KG
0.6022,Carrots,2022-04-15,KG
1.0248,Lemons,2022-04-15,KG
1.6248,Peas (fresh),2022-04-15,KG
0.5531,Plantains,2022-04-15,KG
0.6797,Spinach,2022-04-15,KG
0.9539,Tomatoes,2022-04-15,KG
0.484,Maize (local),2022-04-15,KG
0.7481,Maize flour,2022-04-15,KG
0.8262,Rice (high quality),2022-04-15,KG
0.583,Wheat flour,2022-04-15,KG
2.4035,"Fish (sardine, canned)",2022-04-15,KG
6.1511,"Fish (tuna, canned)",2022-04-15,KG
3.2267,Meat (chicken),2022-04-15,KG
5.2323,Coffee,2022-04-15,KG
0.3442,Salt (iodised),2022-04-15,KG
2.0242,Oil (vegetable),2022-04-15,L
1.4107,"Beans (black, imported)",2022-04-15,KG
0.2211,Bananas,2022-04-15,KG
0.7617,Beans (string),2022-04-15,KG
0.3507,Beetroots,2022-04-15,KG
0.5875,Carrots,2022-04-15,KG
0.3119,Oranges,2022-04-15,KG
0.7429,Peppers (red),2022-04-15,KG
0.8238,Tomatoes,2022-04-15,KG
0.5273,Maize (local),2022-04-15,KG
0.6199,Maize (white),2022-04-15,KG
0.9731,Maize flour,2022-04-15,KG
2.6868,Wheat,2022-04-15,KG
0.88,Wheat flour,2022-04-15,KG
2.6448,Wheat flour (local),2022-04-15,KG
0.1233,Eggs (local),2022-04-15,Unit
3.7657,"Fish (sardine, canned)",2022-04-15,KG
3.1003,Fish (tilapia),2022-04-15,KG
7.4877,"Fish (tuna, canned)",2022-04-15,KG
6.092,Meat (beef),2022-04-15,KG
3.3615,Meat (chicken),2022-04-15,KG
3.6132,Cheese,2022-04-15,KG
4.4493,Cheese (local),2022-04-15,KG
9.5571,Milk (powder),2022-04-15,KG
6.0564,Coffee,2022-04-15,KG
0.4221,Salt (iodised),2022-04-15,KG
0.9869,Sugar,2022-04-15,KG
0.9949,Sugar (brown),2022-04-15,KG
2.7394,Oil (vegetable),2022-04-15,L
2.9939,Beans (cranberry),2022-04-15,KG
0.6041,Bananas,2022-04-15,KG
0.3439,Beetroots,2022-04-15,KG
0.5667,Carrots,2022-04-15,KG
2.2202,Garlic,2022-04-15,KG
0.596,Onions (local),2022-04-15,KG
0.8449,Onions (white),2022-04-15,KG
0.7377,Passion fruit,2022-04-15,KG
1.6769,Peas (fresh),2022-04-15,KG
0.7815,Peppers (red),2022-04-15,KG
0.5879,Spinach,2022-04-15,KG
0.9299,Tomatoes,2022-04-15,KG
0.9211,Tomatoes (local),2022-04-15,KG
0.3422,Maize (local),2022-04-15,KG
0.8729,Maize flour,2022-04-15,KG
0.5905,Potatoes,2022-04-15,KG
0.8665,Rice (high quality),2022-04-15,KG
0.7902,Wheat flour,2022-04-15,KG
0.1226,Eggs (local),2022-04-15,Unit
4.0221,Fish (frozen),2022-04-15,KG
6.4876,"Fish (tuna, canned)",2022-04-15,KG
4.7644,Meat (chicken),2022-04-15,KG
5.5962,Meat (pork),2022-04-15,KG
6.8103,Milk (powder),2022-04-15,KG
0.4271,Salt (iodised),2022-04-15,KG
0.7674,Sugar,2022-04-15,KG
0.9099,Sugar (brown),2022-04-15,KG
2.1122,Oil (vegetable),2022-04-15,L
1.0695,Beans (string),2022-04-15,KG
2.4516,Garlic,2022-04-15,KG
0.7665,Peppers (red),2022-04-15,KG
0.9117,Spinach,2022-04-15,KG
0.7672,Tomatoes (local),2022-04-15,KG
0.4782,Maize (local),2022-04-15,KG
0.7147,Maize (white),2022-04-15,KG
0.8643,Maize flour,2022-04-15,KG
2.258,Wheat,2022-04-15,KG
0.9196,Wheat flour,2022-04-15,KG
3.8505,"Fish (sardine, canned)",2022-04-15,KG
7.4951,"Fish (tuna, canned)",2022-04-15,KG
5.753,Meat (beef),2022-04-15,KG
3.3905,Meat (chicken),2022-04-15,KG
4.6775,Meat (pork),2022-04-15,KG
4.277,Cheese,2022-04-15,KG
5.3475,Cheese (local),2022-04-15,KG
6.6322,Coffee,2022-04-15,KG
0.4173,Salt (iodised),2022-04-15,KG
1.5415,Lentils (imported),2022-04-15,KG
0.6574,Bananas,2022-04-15,KG
0.7882,"Beans (green, fresh)",2022-04-15,KG
0.5366,Beans (string),2022-04-15,KG
1.2367,Garlic,2022-04-15,KG
0.4807,Guava,2022-04-15,KG
0.8802,Onions (white),2022-04-15,KG
1.0728,Passion fruit,2022-04-15,KG
2.1005,Peas (fresh),2022-04-15,KG
1.0518,Peppers (red),2022-04-15,KG
0.8903,Plantains,2022-04-15,KG
0.2701,Pumpkin,2022-04-15,KG
1.465,Spinach,2022-04-15,KG
0.9187,Tomatoes,2022-04-15,KG
0.9075,Tomatoes (local),2022-04-15,KG
0.4277,Maize (local),2022-04-15,KG
0.8067,Maize flour,2022-04-15,KG
0.8627,Rice (high quality),2022-04-15,KG
2.0747,Wheat,2022-04-15,KG
0.1322,Eggs (local),2022-04-15,Unit
7.2495,"Fish (tuna, canned)",2022-04-15,KG
5.9183,Milk (powder),2022-04-15,KG
0.3845,Salt (iodised),2022-04-15,KG
0.8656,Sugar,2022-04-15,KG
0.7997,Sugar (brown),2022-04-15,KG
1.9699,Oil (vegetable),2022-04-15,L
1.6552,Lentils (imported),2022-04-15,KG
0.5562,Bananas,2022-04-15,KG
0.6116,"Beans (green, fresh)",2022-04-15,KG
1.229,Garlic,2022-04-15,KG
1.4271,Lemons,2022-04-15,KG
0.7842,Onions (white),2022-04-15,KG
0.9512,Passion fruit,2022-04-15,KG
1.6674,Peas (fresh),2022-04-15,KG
0.9519,Peppers (red),2022-04-15,KG
0.6386,Spinach,2022-04-15,KG
0.9515,Tomatoes,2022-04-15,KG
0.849,Tomatoes (local),2022-04-15,KG
0.6178,Maize (yellow),2022-04-15,KG
1.031,Maize flour,2022-04-15,KG
2.7519,Wheat,2022-04-15,KG
0.7661,Wheat flour,2022-04-15,KG
0.1301,Eggs (local),2022-04-15,Unit
3.7644,Meat (chicken),2022-04-15,KG
4.84,Cheese,2022-04-15,KG
4.1968,Cheese (local),2022-04-15,KG
5.9937,Coffee,2022-04-15,KG
0.4117,Salt (iodised),2022-04-15,KG
3.0572,Oil (vegetable),2022-04-15,L
0.2706,Bananas,2022-04-15,KG
0.8514,Beans (string),2022-04-15,KG
0.3161,Beetroots,2022-04-15,KG
0.4931,Carrots,2022-04-15,KG
1.2133,Lemons,2022-04-15,KG
0.4964,Onions (local),2022-04-15,KG
0.8783,Onions (white),2022-04-15,KG
0.9731,Passion fruit,2022-04-15,KG
1.7948,Peas (fresh),2022-04-15,KG
0.7945,Peppers (red),2022-04-15,KG
0.2701,Pumpkin,2022-04-15,KG
